targets, factors
Gene868, (!Gene67 & Gene520 & !Gene128) | (!Gene479 & Gene520 & Gene128) | (Gene479 & !Gene520 & Gene128) | (Gene67 & Gene479 & !Gene520) | (Gene67 & Gene520 & Gene128)
Gene869, (!Gene139 & Gene974 & !Gene326) | (!Gene46 & Gene139 & !Gene326) | (!Gene46 & Gene139 & Gene974) | (Gene46 & !Gene139)
Gene870, (!Gene572 & !Gene496 & !Gene313) | (!Gene455 & Gene313) | (Gene455 & Gene496 & !Gene313)
Gene871, (!Gene34 & !Gene371 & !Gene982) | (!Gene34 & Gene371 & Gene982) | (!Gene131 & Gene34 & !Gene371 & Gene982) | (Gene131 & !Gene34 & Gene982) | (Gene131 & !Gene371 & !Gene982) | (Gene131 & Gene371 & Gene982)
Gene872, (!Gene26 & !Gene674 & !Gene49) | (!Gene688 & !Gene26 & !Gene674) | (!Gene688 & Gene674 & !Gene49) | (Gene26 & Gene674 & Gene49) | (Gene688 & Gene26 & Gene49)
Gene873, (!Gene942 & Gene275 & !Gene28) | (!Gene976 & Gene275) | (!Gene976 & Gene942 & Gene28) | (Gene976 & !Gene275 & !Gene28)
Gene874, (!Gene904 & !Gene17 & !Gene783) | (!Gene592 & !Gene904 & Gene783) | (!Gene592 & Gene904 & Gene17) | (Gene592 & !Gene904 & !Gene783) | (Gene904 & Gene17 & Gene783)
Gene875, (!Gene353 & !Gene968 & !Gene985) | (!Gene353 & !Gene529 & Gene985) | (Gene529 & Gene968 & !Gene985) | (Gene353 & Gene968 & !Gene985) | (Gene353 & Gene529 & Gene968)
Gene876, (!Gene70 & !Gene397) | (Gene275 & !Gene209 & Gene397) | (Gene70 & !Gene209 & Gene397) | (Gene70 & !Gene275 & Gene397)
Gene877, (Gene780 & !Gene461) | (Gene47 & Gene780) | (Gene193 & !Gene47 & !Gene780 & Gene461) | (Gene193 & Gene47 & !Gene461)
Gene878, (!Gene699 & !Gene757 & !Gene672) | (!Gene194 & Gene672) | (!Gene194 & !Gene757) | (Gene194 & Gene699 & Gene757 & !Gene672)
Gene879, (!Gene572 & Gene936 & Gene5) | (Gene593 & !Gene936 & !Gene5) | (Gene572 & !Gene936) | (Gene572 & !Gene593 & !Gene5)
Gene880, (!Gene992 & Gene243 & Gene972) | (!Gene992 & Gene445 & Gene972) | (Gene992 & !Gene243 & !Gene972) | (Gene992 & !Gene445 & !Gene243) | (Gene992 & Gene445 & !Gene972) | (Gene445 & Gene243 & Gene972)
Gene881, (!Gene378 & !Gene87 & !Gene220) | (!Gene172 & !Gene378 & !Gene220) | (!Gene172 & Gene378 & Gene87 & Gene220) | (Gene172 & !Gene378 & Gene87 & Gene220) | (Gene172 & !Gene87 & !Gene220) | (Gene172 & Gene378 & !Gene87) | (Gene172 & Gene378 & !Gene220)
Gene882, (!Gene815 & !Gene900 & !Gene828) | (Gene900 & !Gene828 & Gene976) | (!Gene815 & Gene900 & Gene828 & !Gene976) | (Gene815 & Gene828 & Gene976) | (Gene815 & Gene900 & !Gene828)
Gene883, (!Gene331 & !Gene23 & !Gene786) | (!Gene331 & !Gene23 & !Gene506) | (Gene23 & Gene506 & Gene786) | (!Gene23 & Gene506 & !Gene786) | (Gene331 & Gene23 & !Gene786)
Gene884, (!Gene98 & Gene154 & !Gene604) | (!Gene98 & Gene238 & !Gene604) | (Gene238 & Gene154) | (Gene98 & !Gene238 & !Gene154 & !Gene604) | (Gene98 & Gene238 & Gene604)
Gene885, (!Gene338 & !Gene71 & !Gene870) | (!Gene338 & !Gene71 & Gene333) | (Gene71 & Gene870 & !Gene333) | (Gene338 & Gene71)
Gene886, (Gene347 & !Gene545) | (!Gene321 & Gene347) | (!Gene207 & Gene321 & !Gene545) | (Gene207 & Gene347)
Gene887, (!Gene572 & !Gene527 & Gene557) | (!Gene527 & Gene667 & !Gene557) | (!Gene572 & Gene527 & !Gene667 & !Gene557) | (Gene527 & Gene667 & Gene557) | (Gene572 & Gene667 & !Gene557)
Gene888, (!Gene97 & !Gene249 & Gene985) | (!Gene249 & Gene113 & !Gene985) | (Gene249 & !Gene113 & !Gene985) | (Gene97 & Gene113 & !Gene985) | (Gene97 & Gene249 & Gene113)
Gene889, (!Gene971 & Gene924) | (!Gene812 & Gene971 & !Gene189 & !Gene924) | (Gene812 & !Gene971) | (Gene812 & !Gene189 & Gene924)
Gene890, (!Gene567 & Gene180) | (!Gene567 & Gene369) | (Gene567 & !Gene369 & !Gene180 & Gene897) | (Gene369 & Gene180 & Gene897)
Gene891, (!Gene29 & !Gene623) | (!Gene623 & Gene2 & !Gene440) | (Gene29 & Gene623 & !Gene440) | (Gene29 & Gene623 & !Gene2)
Gene892, (!Gene341 & !Gene571 & !Gene529) | (!Gene782 & !Gene341 & Gene529) | (!Gene782 & !Gene571 & !Gene529) | (Gene782 & Gene571 & !Gene529) | (Gene782 & Gene341 & Gene571)
Gene893, (!Gene29 & !Gene816 & Gene68) | (!Gene475 & Gene816 & Gene68) | (!Gene475 & Gene29 & !Gene816 & !Gene68) | (Gene475 & !Gene29 & !Gene816) | (Gene475 & !Gene816 & Gene68) | (Gene475 & Gene29 & Gene816 & !Gene68)
Gene894, (!Gene874 & !Gene788 & !Gene315) | (!Gene874 & Gene836) | (Gene874 & !Gene836 & Gene788 & Gene315) | (Gene836 & !Gene315)
Gene895, (!Gene888 & !Gene907 & Gene371) | (!Gene907 & Gene140) | (!Gene888 & Gene907 & !Gene140 & !Gene371) | (Gene888 & Gene907 & Gene371)
Gene896, (!Gene718 & !Gene403 & !Gene144) | (Gene156 & Gene144) | (!Gene718 & Gene403 & Gene144) | (!Gene403 & Gene156)
Gene897, (!Gene775 & !Gene774 & !Gene52) | (!Gene775 & Gene881) | (Gene775 & Gene774 & !Gene52) | (Gene881 & !Gene52)
Gene898, (!Gene387 & !Gene675 & Gene266 & !Gene111) | (!Gene387 & Gene675 & !Gene266) | (!Gene387 & Gene675 & Gene111) | (Gene387 & !Gene675 & !Gene266) | (Gene387 & !Gene675 & Gene111) | (Gene675 & !Gene266 & Gene111)
Gene899, (!Gene360 & !Gene748 & Gene96) | (!Gene874 & !Gene360 & Gene96) | (Gene360 & !Gene748 & !Gene96) | (Gene874 & !Gene748 & !Gene96) | (Gene874 & Gene360 & !Gene96) | (Gene874 & Gene360 & Gene748)
Gene900, (!Gene183 & !Gene975) | (Gene678 & Gene304) | (Gene183 & Gene678 & Gene975)
Gene901, (!Gene848 & !Gene190 & !Gene960) | (!Gene376 & Gene190 & Gene960) | (Gene848 & !Gene190 & Gene960) | (Gene376 & !Gene848 & !Gene960) | (Gene376 & !Gene190 & !Gene960)
Gene902, (!Gene607 & !Gene192) | (!Gene795 & !Gene607 & !Gene980) | (Gene607 & Gene980 & Gene192) | (Gene795 & !Gene980 & !Gene192)
Gene903, (!Gene831 & !Gene648 & Gene430) | (Gene648 & !Gene430) | (!Gene301 & !Gene831 & Gene430) | (!Gene301 & Gene831 & !Gene430)
Gene904, (!Gene614 & !Gene211) | (!Gene423 & !Gene614 & Gene622) | (!Gene423 & !Gene211) | (Gene622 & !Gene211)
Gene905, (!Gene645 & !Gene593 & Gene84) | (!Gene645 & !Gene592 & Gene84) | (Gene645 & !Gene593 & !Gene84) | (Gene645 & !Gene592 & !Gene84) | (Gene592 & !Gene593 & Gene84) | (Gene645 & Gene592 & Gene84)
Gene906, (!Gene949 & Gene57 & !Gene457) | (!Gene189 & !Gene949 & Gene57) | (!Gene189 & Gene949 & !Gene457) | (Gene189 & !Gene949 & !Gene457) | (Gene189 & !Gene57 & Gene457)
Gene907, (!Gene897 & !Gene682) | (!Gene897 & !Gene679 & Gene623) | (!Gene682 & Gene623) | (Gene897 & Gene679 & Gene623)
Gene908, (!Gene570 & !Gene203 & !Gene483) | (!Gene570 & Gene483 & Gene537) | (Gene203 & Gene483 & !Gene537) | (Gene570 & Gene483 & !Gene537) | (Gene570 & Gene203 & !Gene537)
Gene909, (!Gene609 & !Gene761 & Gene567) | (!Gene409 & !Gene609 & Gene567) | (!Gene409 & Gene609 & !Gene567) | (!Gene409 & !Gene761 & Gene567) | (Gene609 & Gene761 & !Gene567) | (Gene409 & Gene609 & Gene761)
Gene910, (!Gene550 & !Gene558 & !Gene682) | (!Gene550 & !Gene558 & Gene424) | (Gene558 & !Gene682 & Gene424) | (!Gene550 & Gene558 & Gene682 & !Gene424) | (Gene550 & !Gene558 & Gene682 & !Gene424) | (Gene550 & Gene558 & !Gene682)
Gene911, (!Gene619 & !Gene247 & !Gene958) | (!Gene619 & !Gene13 & Gene958) | (Gene619 & Gene247)
Gene912, (!Gene322 & !Gene45 & !Gene529) | (!Gene933 & Gene45 & Gene529) | (!Gene322 & Gene933 & !Gene529) | (Gene322 & !Gene933 & Gene529) | (Gene322 & !Gene933 & Gene45) | (Gene322 & Gene45 & Gene529)
Gene913, (!Gene593 & !Gene621 & !Gene326) | (!Gene593 & !Gene60 & Gene621 & Gene326) | (!Gene593 & Gene60 & !Gene621) | (Gene60 & !Gene326) | (Gene593 & Gene60 & Gene621)
Gene914, (!Gene814 & !Gene134 & Gene696) | (!Gene814 & Gene134 & !Gene696) | (Gene685 & Gene696) | (Gene685 & Gene814 & !Gene134)
Gene915, (!Gene63 & !Gene692 & Gene175) | (Gene63 & Gene692 & !Gene175) | (Gene92 & !Gene63 & !Gene692) | (Gene92 & Gene175)
Gene916, (!Gene648 & !Gene923 & Gene125) | (Gene648 & Gene923) | (Gene648 & Gene378)
Gene917, (!Gene493 & !Gene65 & Gene688) | (!Gene104 & !Gene493 & Gene65 & !Gene688) | (!Gene104 & Gene493 & !Gene65) | (Gene104 & !Gene493 & !Gene65) | (Gene104 & !Gene493 & Gene688) | (Gene104 & Gene493 & Gene65 & !Gene688)
Gene918, (!Gene206 & !Gene943) | (!Gene82 & Gene943 & Gene141) | (!Gene206 & Gene141) | (Gene206 & !Gene82 & Gene943)
Gene919, (!Gene845 & !Gene504 & Gene874 & Gene635) | (Gene504 & !Gene874 & Gene635) | (Gene504 & Gene874 & !Gene635) | (Gene845 & !Gene874 & !Gene635) | (Gene845 & Gene504)
Gene920, (Gene947 & !Gene117 & !Gene214) | (!Gene92 & Gene947 & Gene214) | (Gene92 & !Gene117 & !Gene214) | (Gene92 & !Gene947 & !Gene117) | (Gene92 & !Gene947 & !Gene214) | (Gene947 & Gene117 & Gene214)
Gene921, (!Gene354 & !Gene69) | (!Gene354 & !Gene98) | (Gene243 & Gene98 & !Gene69) | (Gene243 & Gene354 & Gene98)
Gene922, (!Gene851 & !Gene996 & !Gene835) | (!Gene851 & Gene401) | (!Gene996 & !Gene835 & Gene401) | (Gene851 & Gene996 & !Gene835 & !Gene401) | (Gene996 & Gene835 & Gene401)
Gene923, (!Gene325 & Gene543 & !Gene468) | (Gene905 & Gene543) | (Gene325 & !Gene905 & !Gene543 & !Gene468) | (Gene325 & Gene543 & Gene468) | (Gene325 & Gene905 & Gene468)
Gene924, (Gene380 & !Gene907) | (Gene842 & Gene380) | (Gene388 & Gene380) | (Gene388 & Gene842 & Gene907)
Gene925, (!Gene386 & !Gene482) | (!Gene765 & Gene77 & Gene386 & Gene482) | (Gene765 & !Gene386) | (Gene765 & !Gene77 & !Gene482)
Gene926, (!Gene548 & !Gene519 & !Gene485) | (!Gene548 & Gene519 & Gene485) | (Gene519 & Gene346 & !Gene485) | (Gene548 & !Gene519 & Gene346 & Gene485) | (Gene548 & Gene519 & !Gene485)
Gene927, (!Gene959 & !Gene359 & Gene533) | (!Gene53 & Gene359 & !Gene533) | (!Gene959 & Gene359 & !Gene533) | (Gene959 & !Gene53 & !Gene533) | (Gene53 & !Gene359 & Gene533) | (Gene959 & Gene53 & Gene533)
Gene928, (!Gene422 & Gene486 & Gene585) | (Gene227 & Gene486) | (Gene422 & !Gene227 & !Gene486) | (Gene422 & !Gene486 & Gene585)
Gene929, (!Gene245 & !Gene113 & !Gene965) | (!Gene77 & Gene965) | (Gene245 & Gene77 & Gene113)
Gene930, (!Gene61 & !Gene913 & !Gene72 & !Gene28) | (!Gene913 & Gene72 & Gene28) | (Gene913 & !Gene72 & Gene28) | (!Gene61 & Gene72 & Gene28) | (Gene61 & !Gene72 & Gene28) | (Gene61 & !Gene913 & Gene72)
Gene931, (!Gene546 & !Gene732 & Gene484) | (!Gene906 & Gene732 & !Gene484) | (!Gene546 & !Gene906 & Gene484) | (!Gene546 & Gene732 & !Gene484) | (Gene546 & !Gene906 & !Gene484) | (Gene546 & Gene906 & Gene732 & Gene484)
Gene932, (!Gene336 & !Gene236 & Gene828) | (Gene828 & Gene261) | (Gene336 & Gene261) | (Gene336 & Gene236 & Gene828)
Gene933, (!Gene633 & !Gene879 & Gene108) | (!Gene45 & Gene633 & !Gene108) | (!Gene45 & Gene633 & Gene879) | (Gene45 & !Gene633 & !Gene108) | (Gene45 & !Gene879 & Gene108)
Gene934, (!Gene286 & !Gene623 & !Gene319) | (!Gene286 & Gene585 & !Gene623) | (Gene286 & !Gene585 & Gene319) | (Gene286 & !Gene585 & Gene623) | (Gene585 & !Gene623 & !Gene319) | (Gene286 & Gene623 & Gene319)
Gene935, (!Gene662 & !Gene444 & !Gene442) | (!Gene66 & !Gene662 & !Gene444) | (!Gene66 & !Gene444 & !Gene442) | (Gene662 & Gene444 & !Gene442) | (Gene66 & Gene444 & !Gene442) | (Gene66 & Gene662 & !Gene444 & Gene442)
Gene936, (!Gene328 & !Gene88 & Gene811) | (!Gene328 & Gene88 & !Gene811) | (!Gene723 & Gene328 & !Gene88) | (Gene723 & !Gene328)
Gene937, (!Gene134 & !Gene179) | (!Gene224 & Gene179 & Gene912) | (!Gene134 & Gene912) | (Gene224 & !Gene179 & Gene912)
Gene938, (!Gene837 & Gene755) | (!Gene673 & Gene837 & !Gene896) | (Gene837 & !Gene755 & Gene896)
Gene939, (!Gene644 & !Gene218 & !Gene872) | (Gene644 & !Gene218 & Gene872) | (Gene644 & Gene218 & !Gene872) | (Gene970 & !Gene218 & Gene872) | (Gene970 & !Gene644 & Gene872)
Gene940, (!Gene990 & !Gene641 & !Gene585) | (!Gene990 & !Gene585 & Gene94) | (Gene641 & Gene585 & !Gene94) | (!Gene990 & Gene641 & Gene94) | (Gene990 & !Gene641 & Gene585 & Gene94) | (Gene990 & Gene641 & !Gene94)
Gene941, (!Gene507 & Gene44) | (!Gene317 & Gene44) | (!Gene404 & Gene44) | (Gene404 & Gene317 & !Gene507)
Gene942, (Gene397 & !Gene362) | (Gene854 & !Gene362 & Gene41) | (Gene854 & Gene362 & !Gene41) | (Gene854 & !Gene397 & Gene41)
Gene943, (!Gene254 & !Gene728 & Gene691) | (!Gene254 & Gene728 & !Gene691) | (Gene254 & Gene728 & Gene691) | (Gene967 & Gene254 & !Gene691)
Gene944, (!Gene497 & Gene745 & !Gene846) | (Gene497 & Gene745 & Gene846) | (Gene254 & !Gene745)
Gene945, (!Gene407 & !Gene843 & !Gene156) | (Gene918 & Gene156) | (Gene407 & Gene843 & !Gene918)
Gene946, (!Gene270 & Gene556 & Gene667) | (Gene597 & Gene556) | (Gene270 & !Gene597 & !Gene556 & Gene667) | (Gene270 & Gene556 & !Gene667) | (Gene270 & Gene597 & !Gene667)
Gene947, (!Gene705 & !Gene499 & Gene683) | (Gene705 & !Gene499 & !Gene683) | (!Gene165 & !Gene499 & Gene683) | (Gene165 & Gene499 & !Gene683) | (Gene165 & !Gene705 & Gene683)
Gene948, (!Gene246 & !Gene357) | (!Gene978 & !Gene857 & Gene246 & Gene357) | (Gene857 & !Gene357) | (Gene978 & !Gene857 & !Gene246)
Gene949, (Gene782 & !Gene147) | (!Gene171 & Gene797 & !Gene147) | (Gene171 & !Gene797 & !Gene147) | (Gene171 & Gene782)
Gene950, (!Gene741 & Gene315 & !Gene812) | (Gene315 & !Gene67 & Gene812) | (Gene741 & !Gene315 & !Gene67 & !Gene812) | (Gene741 & Gene67 & Gene812) | (Gene315 & Gene67 & !Gene812)
Gene951, (!Gene19 & Gene396) | (!Gene218 & Gene19 & !Gene396) | (!Gene218 & Gene800 & !Gene396) | (Gene218 & !Gene800 & Gene396)
Gene952, (!Gene432 & !Gene636) | (!Gene667 & !Gene432 & Gene491) | (!Gene667 & !Gene636 & !Gene491) | (Gene667 & !Gene432 & !Gene491) | (Gene667 & Gene432 & Gene636 & Gene491)
Gene953, (!Gene492 & !Gene26 & !Gene781) | (!Gene492 & Gene26 & Gene781) | (!Gene26 & !Gene781 & Gene453) | (Gene492 & !Gene26 & Gene781) | (Gene492 & Gene26 & !Gene781 & !Gene453)
Gene954, (!Gene323 & !Gene65) | (!Gene777 & !Gene547 & Gene323 & Gene65) | (Gene547 & !Gene323) | (!Gene777 & Gene547 & !Gene65)
Gene955, (!Gene255 & !Gene860 & !Gene448) | (!Gene255 & Gene860 & Gene448) | (!Gene860 & !Gene448 & Gene150) | (Gene255 & !Gene860 & Gene448 & !Gene150) | (Gene255 & Gene860 & !Gene448 & !Gene150) | (Gene860 & Gene448 & Gene150)
Gene956, (!Gene27 & !Gene267 & !Gene605) | (!Gene6 & !Gene27 & Gene605) | (!Gene6 & !Gene267 & !Gene605) | (!Gene6 & Gene267 & Gene605) | (!Gene27 & Gene267 & Gene605) | (Gene6 & Gene27 & !Gene267 & Gene605)
Gene957, (!Gene950 & !Gene725) | (!Gene725 & Gene877) | (Gene175 & !Gene725) | (Gene175 & Gene950 & !Gene877)
Gene958, (!Gene882 & !Gene869 & Gene339) | (Gene869 & Gene996 & Gene339) | (Gene882 & !Gene869 & !Gene339) | (Gene882 & Gene869 & Gene339) | (Gene882 & Gene996 & !Gene339)
Gene959, (!Gene231 & !Gene830) | (!Gene460 & Gene830 & !Gene780) | (!Gene231 & Gene460 & Gene780) | (Gene460 & !Gene830 & !Gene780)
Gene960, (!Gene75 & !Gene272 & Gene736) | (!Gene84 & !Gene75 & Gene272 & !Gene736) | (Gene84 & !Gene272 & !Gene736) | (Gene84 & Gene272 & Gene736) | (Gene84 & Gene75 & !Gene736)
Gene961, (!Gene386 & Gene991) | (!Gene108 & Gene399 & Gene386) | (Gene108 & !Gene399 & Gene386)
Gene962, (!Gene348 & Gene989) | (!Gene348 & Gene107 & !Gene655) | (Gene348 & Gene655 & !Gene989) | (Gene107 & Gene655 & Gene989)
Gene963, (!Gene678 & !Gene687 & Gene907) | (Gene687 & Gene913) | (Gene678 & !Gene907 & Gene913) | (Gene678 & Gene687 & Gene907)
Gene964, (Gene793 & !Gene843) | (!Gene100 & Gene793) | (!Gene535 & Gene793) | (Gene535 & !Gene100 & !Gene843)
Gene965, (!Gene725 & !Gene588 & !Gene466) | (!Gene725 & Gene588 & Gene466) | (Gene725 & Gene588 & !Gene466) | (!Gene289 & Gene588 & Gene466) | (Gene289 & Gene725 & !Gene588 & Gene466)
Gene966, (!Gene51 & !Gene196 & !Gene556) | (!Gene51 & Gene424) | (!Gene51 & Gene196 & Gene556) | (Gene51 & Gene196 & !Gene424 & !Gene556) | (Gene196 & Gene424 & Gene556)
Gene967, (!Gene349 & !Gene630) | (!Gene348 & !Gene349) | (!Gene348 & !Gene219 & !Gene630) | (Gene348 & Gene349 & !Gene219 & Gene630)
Gene968, (!Gene950 & Gene754 & Gene850) | (!Gene993 & Gene950 & !Gene754 & !Gene850) | (Gene993 & !Gene950) | (Gene993 & Gene754)
Gene969, (!Gene472 & Gene763 & !Gene507) | (!Gene281 & Gene472 & !Gene763 & !Gene507) | (Gene472 & Gene763 & Gene507) | (Gene281 & !Gene472 & !Gene507) | (Gene281 & !Gene763 & Gene507)
Gene970, (!Gene698 & Gene181 & Gene12) | (Gene698 & Gene181 & !Gene12) | (Gene363 & Gene12) | (Gene363 & Gene698)
Gene971, (!Gene97 & !Gene914 & Gene809) | (!Gene336 & Gene914 & Gene809) | (Gene97 & !Gene914 & !Gene809) | (Gene336 & !Gene914 & Gene809) | (Gene97 & Gene336 & !Gene809)
Gene972, (!Gene67 & !Gene503 & !Gene437) | (!Gene402 & Gene503 & Gene437) | (!Gene67 & Gene503 & Gene437) | (Gene67 & Gene503 & !Gene437) | (Gene67 & Gene402 & !Gene503 & Gene437)
Gene973, (!Gene926 & !Gene168 & !Gene974) | (!Gene797 & !Gene168) | (Gene926 & Gene168 & !Gene974) | (Gene926 & !Gene168 & Gene974)
Gene974, (!Gene185 & !Gene323 & !Gene661 & Gene393) | (!Gene185 & !Gene323 & Gene661 & !Gene393) | (Gene323 & Gene661 & Gene393) | (Gene185 & !Gene323 & !Gene661 & !Gene393) | (Gene185 & Gene661 & Gene393) | (Gene185 & Gene323 & Gene393) | (Gene185 & Gene323 & Gene661)
Gene975, (!Gene846 & !Gene328 & !Gene362 & !Gene604) | (!Gene846 & Gene328 & !Gene362 & Gene604) | (Gene328 & Gene362 & !Gene604) | (Gene846 & !Gene328 & Gene604) | (Gene846 & Gene362 & !Gene604) | (Gene846 & Gene328 & !Gene604)
Gene976, (!Gene315 & Gene948 & Gene72) | (Gene315 & !Gene948 & !Gene72) | (Gene450 & !Gene948 & !Gene72) | (Gene450 & !Gene315 & Gene72) | (Gene450 & Gene315 & !Gene72) | (Gene450 & Gene948 & Gene72)
Gene977, (!Gene682 & !Gene851) | (Gene977 & !Gene477) | (!Gene977 & !Gene851 & Gene477)
Gene978, (!Gene340 & !Gene746 & Gene580) | (!Gene109 & !Gene340 & Gene746 & !Gene580) | (!Gene109 & !Gene746 & Gene580) | (Gene109 & !Gene340 & !Gene746) | (Gene109 & Gene746 & Gene580) | (Gene109 & Gene340 & Gene746)
Gene979, (!Gene324 & Gene679 & !Gene401) | (!Gene324 & !Gene819 & Gene679) | (Gene324 & !Gene679) | (Gene819 & Gene679 & !Gene401)
Gene980, (!Gene207 & !Gene89) | (!Gene105 & Gene89 & !Gene708) | (!Gene105 & !Gene207) | (Gene207 & Gene89 & !Gene708)
Gene981, (!Gene493 & !Gene95 & !Gene482) | (!Gene95 & !Gene334 & Gene482) | (!Gene493 & !Gene334 & Gene482) | (!Gene493 & Gene334 & !Gene482) | (!Gene493 & Gene95 & Gene482) | (!Gene95 & Gene334 & !Gene482)
Gene982, (Gene655 & !Gene887) | (Gene443 & Gene655) | (Gene863 & !Gene443 & !Gene887) | (Gene863 & Gene443 & Gene887)
Gene983, (!Gene906 & !Gene479) | (Gene520 & !Gene890) | (Gene520 & Gene906 & Gene479)
Gene984, (!Gene502 & !Gene314 & Gene57) | (!Gene396 & Gene314 & Gene57) | (Gene396 & !Gene314) | (Gene502 & Gene396 & !Gene57)
Gene985, (!Gene570 & !Gene590 & Gene118) | (!Gene125 & !Gene570 & Gene590) | (!Gene125 & Gene570 & !Gene590) | (!Gene125 & Gene118) | (Gene125 & !Gene570 & !Gene590)
Gene986, (!Gene657 & Gene848) | (Gene657 & !Gene904 & !Gene848) | (!Gene425 & !Gene904 & Gene848) | (!Gene425 & Gene657 & !Gene848)
Gene987, (!Gene710 & !Gene196 & Gene757 & Gene156) | (Gene196 & !Gene757 & !Gene156) | (Gene710 & !Gene156) | (Gene710 & !Gene196 & !Gene757) | (Gene710 & Gene196 & Gene757)
Gene988, (!Gene293 & !Gene385 & Gene499 & !Gene451) | (Gene385 & !Gene499 & !Gene451) | (!Gene293 & Gene385 & !Gene499) | (Gene293 & !Gene385 & Gene451) | (Gene293 & Gene385 & !Gene451) | (Gene293 & Gene499 & Gene451)
Gene989, (!Gene856 & Gene453 & !Gene13) | (!Gene633 & Gene453 & Gene13) | (!Gene856 & Gene633 & !Gene453 & Gene13) | (Gene856 & !Gene633 & Gene13) | (Gene856 & Gene633 & !Gene453 & !Gene13) | (Gene856 & Gene453 & Gene13)
Gene990, (!Gene854 & !Gene501 & Gene740) | (!Gene774 & Gene501 & !Gene740) | (!Gene774 & Gene854) | (Gene854 & Gene501 & Gene740)
Gene991, (!Gene530 & !Gene413) | (Gene148 & Gene413 & !Gene25) | (!Gene530 & Gene148) | (!Gene148 & !Gene413 & Gene25)
Gene992, (!Gene72 & !Gene950 & !Gene462) | (!Gene988 & !Gene72 & Gene950 & Gene462) | (!Gene988 & Gene72 & !Gene950 & Gene462) | (Gene988 & !Gene462) | (Gene988 & Gene72 & Gene950)
Gene993, (!Gene199 & !Gene963 & !Gene551 & Gene372) | (Gene963 & !Gene372) | (!Gene199 & Gene963 & Gene551) | (Gene199 & !Gene372)
Gene994, (!Gene467 & !Gene212 & Gene717) | (!Gene467 & Gene212 & !Gene717) | (!Gene122 & Gene212 & !Gene717) | (Gene122 & !Gene467 & Gene717) | (Gene122 & Gene467 & !Gene212)
Gene995, (!Gene392 & !Gene915) | (!Gene90 & !Gene392 & !Gene58) | (!Gene90 & !Gene58 & !Gene915) | (Gene90 & !Gene392 & Gene58) | (Gene90 & Gene392 & !Gene58 & Gene915)
Gene996, (!Gene177 & !Gene19 & !Gene466) | (!Gene286 & !Gene177 & !Gene19) | (Gene177 & Gene19 & !Gene466) | (Gene286 & Gene19 & !Gene466) | (Gene286 & !Gene177 & Gene19) | (Gene286 & Gene177 & !Gene19 & Gene466)
Gene997, (!Gene1000 & !Gene461) | (!Gene1000 & Gene805) | (Gene1000 & !Gene805 & Gene461 & Gene83) | (Gene805 & !Gene461 & Gene83)
Gene998, (!Gene659 & !Gene177) | (!Gene508 & !Gene177 & !Gene102) | (Gene508 & !Gene659) | (Gene508 & !Gene177 & Gene102)
Gene999, (!Gene196 & !Gene964) | (!Gene196 & !Gene85) | (!Gene85 & Gene998 & Gene964) | (Gene85 & !Gene998 & !Gene964)
Gene1000, (!Gene379 & Gene703) | (!Gene379 & !Gene92 & Gene127) | (Gene379 & !Gene127 & !Gene703) | (Gene92 & !Gene127 & Gene703)
